ID,BOLSISTA,SINALIZADOR_INGRESSANTE,ANOS_PM,ANO_PESQUISA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INSTITUICAO_ENSINO_ALUNO,FASE,TURMA,PEDRA,PONTO_VIRADA
1022,0,1,0,2020,8.78,10.0,9.9,7.5,9.0,7.5,7.5,10.0,Escola Pública,0,F,Topázio,0
1024,0,1,0,2020,3.762,7.5,2.2,3.125,0.0,7.708,4.944,5.0,Escola Pública,5,L,Quartzo,0
1027,1,0,4,2020,8.07,8.75,9.0,4.375,6.333,8.906,9.0,10.0,Rede Decisão/União,5,G,Ametista,1
1028,0,0,1,2020,7.734,9.5,9.1,7.5,7.5,7.917,7.111,5.0,Escola Pública,2,C,Ametista,0
1029,0,0,1,2020,8.353,9.5,8.7,7.5,9.0,8.125,9.0,5.0,Escola Pública,1,D,Ametista,1
1031,0,1,0,2020,9.167,9.0,10.0,7.5,10.0,7.5,8.833,10.0,Escola Pública,0,B,Topázio,1
1034,0,0,1,2020,7.751,8.0,8.5,7.5,5.5,8.125,7.944,10.0,Escola Pública,2,N,Ametista,0
1035,0,1,0,2020,8.263,9.5,9.4,7.5,10.0,7.5,7.167,5.0,Escola Pública,1,C,Ametista,0
1036,0,1,0,2020,4.702,8.417,3.3,6.875,0.0,6.458,6.833,5.0,Escola Pública,1,E,Quartzo,0
1041,0,0,1,2020,7.794,8.75,5.4,7.5,8.667,7.969,7.792,10.0,Escola Pública,3,M,Ametista,0
1046,0,0,2,2020,7.993,7.5,9.3,7.5,7.667,8.333,8.833,5.0,Escola Pública,3,R,Ametista,1
1047,0,0,2,2020,4.834,7.5,2.1,7.5,0.0,7.917,5.611,10.0,Escola Pública,4,L,Quartzo,0
1051,0,0,1,2020,6.254,9.167,2.8,7.5,3.667,7.5,7.722,10.0,Escola Pública,3,F,Ágata,0
1056,0,0,1,2020,4.337,7.5,3.7,4.375,2.667,6.094,5.083,2.5,Escola Pública,3,L,Quartzo,0
1061,0,0,2,2020,7.94,9.5,8.5,6.875,9.0,7.917,7.556,5.0,Escola Pública,2,C,Ametista,0
1067,0,0,2,2020,8.313,8.5,10.0,7.5,9.5,8.125,7.5,5.0,Escola Pública,0,D,Ametista,0
1070,0,0,1,2020,7.633,8.5,10.0,7.5,9.5,5.0,5.667,5.0,Escola Pública,0,E,Ametista,0
1072,0,1,0,2020,8.193,8.75,8.3,7.5,7.333,8.75,7.833,10.0,Escola Pública,3,C,Ametista,0
1075,1,0,4,2020,8.796,9.167,9.8,10.0,6.667,8.75,8.556,10.0,Rede Decisão/União,4,A,Topázio,0
1077,0,1,0,2020,8.254,9.5,10.0,7.5,7.5,6.875,6.833,10.0,Escola Pública,0,C,Ametista,0
1078,0,0,1,2020,7.804,7.417,8.0,6.875,10.0,7.083,7.833,5.0,Escola Pública,1,J,Ametista,0
1079,0,0,1,2020,6.603,9.0,6.7,7.5,4.25,7.292,7.667,5.0,Escola Pública,1,J,Ágata,0
1081,0,0,3,2020,5.254,8.333,6.7,3.125,4.0,6.094,4.292,5.0,Escola Pública,5,G,Quartzo,0
1084,0,0,1,2020,8.308,9.0,10.0,4.375,9.0,6.875,7.417,10.0,Escola Pública,0,D,Ametista,0
1085,0,0,1,2020,6.205,9.167,5.5,7.5,3.333,7.969,7.375,5.0,Escola Pública,3,M,Ágata,0
1087,0,0,2,2020,7.635,7.5,8.6,7.5,6.0,7.708,7.222,10.0,Escola Pública,2,L,Ametista,0
1088,0,0,2,2020,6.117,8.75,4.8,7.5,2.667,8.542,8.222,5.0,Escola Pública,5,L,Ágata,0
1089,0,0,1,2020,8.9,9.5,10.0,7.5,8.5,10.0,10.0,5.0,Escola Pública,0,B,Topázio,1
1090,0,0,2,2020,6.612,7.0,4.6,7.5,8.0,7.083,7.167,5.0,Escola Pública,1,N,Ágata,0
1092,0,0,1,2020,5.31,0.0,4.9,7.5,2.0,7.969,6.917,10.0,Escola Pública,6,A,Quartzo,0
1093,1,0,4,2020,7.298,9.167,9.1,7.5,5.333,8.333,7.056,5.0,Rede Decisão/União,5,B,Ametista,0
1094,0,0,1,2020,8.041,9.0,9.3,7.5,8.5,7.812,7.75,5.0,Escola Pública,2,D,Ametista,0
1095,0,0,1,2020,9.117,10.0,10.0,7.5,10.0,7.5,8.083,10.0,Escola Pública,0,B,Topázio,0
1097,1,0,3,2020,7.819,9.583,7.4,7.5,6.667,7.969,7.5,10.0,Rede Decisão/União,3,B,Ametista,0
1100,1,0,2,2020,8.977,9.167,10.0,7.5,8.9,0.0,0.0,10.0,FIAP,8,A,Topázio,0
1103,0,0,4,2020,6.395,7.917,8.9,4.375,3.5,4.688,8.583,5.0,Escola Pública,2,H,Ágata,0
1105,0,0,4,2020,7.649,7.5,9.4,7.5,7.5,7.188,7.75,5.0,Escola Pública,1,D,Ametista,0
1106,0,0,1,2020,7.734,9.0,9.9,4.375,9.5,2.5,8.833,5.0,Escola Pública,0,E,Ametista,1
1110,0,0,1,2020,7.853,9.5,7.7,7.5,8.5,8.125,8.0,5.0,Escola Pública,1,A,Ametista,0
1112,0,0,2,2020,6.81,7.917,5.8,6.25,4.5,7.5,7.917,10.0,Escola Pública,6,B,Ágata,0
1119,0,0,1,2020,8.541,10.0,8.8,7.5,9.0,7.812,7.25,10.0,Escola Pública,1,A,Topázio,0
1123,1,0,1,2020,8.266,8.333,8.7,6.875,8.333,9.167,9.611,5.0,Rede Decisão/União,3,J,Ametista,1
1127,0,0,2,2020,7.357,8.0,8.2,7.5,6.5,5.0,9.333,5.0,Escola Pública,2,B,Ametista,1
1128,1,0,2,2020,8.229,9.167,5.5,10.0,6.667,9.375,9.708,10.0,Rede Decisão/União,4,E,Ametista,1
1129,1,0,1,2020,8.035,9.0,9.1,5.0,8.0,7.708,7.222,10.0,Rede Decisão/União,2,F,Ametista,0
1130,0,0,1,2020,8.789,9.5,9.7,6.875,9.0,8.333,7.889,10.0,Escola Pública,2,N,Topázio,0
1131,0,0,1,2020,7.046,9.583,8.1,6.25,4.0,7.344,6.542,10.0,Escola Pública,3,B,Ágata,0
1132,1,0,1,2020,7.131,7.5,8.0,6.25,6.167,7.812,8.208,5.0,Rede Decisão/União,6,C,Ágata,0
1133,0,0,1,2020,5.431,0.0,4.5,6.25,5.833,7.812,7.292,5.0,Escola Pública,6,A,Quartzo,0
1134,0,0,1,2020,7.179,9.583,6.7,7.5,4.833,7.969,6.833,10.0,Escola Pública,3,A,Ágata,0
1136,0,0,1,2020,7.738,9.583,7.2,5.0,7.667,7.812,7.625,10.0,Escola Pública,4,E,Ametista,0
1137,1,0,1,2020,9.338,9.583,10.0,7.5,9.7,0.0,0.0,10.0,UNISA,8,A,Topázio,0
1139,0,0,1,2020,7.493,6.917,8.9,7.5,7.5,7.708,7.5,5.0,Escola Pública,2,C,Ametista,0
1141,0,0,1,2020,6.981,8.5,7.0,7.5,6.0,7.812,7.5,5.0,Escola Pública,2,D,Ágata,0
1142,0,0,3,2020,5.969,7.5,7.0,6.25,3.167,7.188,6.708,5.0,Escola Pública,6,A,Quartzo,0
1145,0,1,0,2020,6.226,9.167,6.1,6.875,4.667,8.125,5.778,5.0,Escola Pública,3,J,Ágata,0
1148,0,0,2,2020,3.065,6.667,1.2,2.5,0.0,5.0,4.542,5.0,Escola Pública,4,F,Quartzo,0
1149,0,0,1,2020,7.029,9.5,10.0,5.625,9.0,2.5,4.833,5.0,Escola Pública,0,E,Ágata,0
1150,0,0,2,2020,8.674,9.5,8.8,7.5,9.5,7.917,7.611,10.0,Escola Pública,1,H,Topázio,0
1156,0,0,1,2020,8.281,8.333,9.0,7.5,8.667,7.812,6.917,10.0,Escola Pública,3,B,Ametista,0
1158,1,0,1,2020,8.818,9.583,10.0,7.5,8.4,0.0,0.0,10.0,UNISA,8,A,Ametista,0
1159,0,0,1,2020,8.552,9.167,9.9,6.875,9.333,8.125,8.944,5.0,Escola Pública,3,F,Topázio,1
1161,0,0,2,2020,6.218,10.0,7.8,4.375,4.667,5.625,6.125,5.0,Escola Pública,3,L,Ágata,0
1165,0,0,1,2020,8.08,8.0,9.9,7.5,9.0,7.5,7.5,5.0,Escola Pública,2,D,Ametista,0
1166,0,0,3,2020,5.691,9.5,6.3,5.0,4.0,6.25,5.278,5.0,Escola Pública,2,E,Quartzo,0
1167,0,0,1,2020,7.628,9.5,8.7,6.25,4.5,8.125,8.0,10.0,Escola Pública,1,F,Ametista,0
1168,0,1,0,2020,8.044,7.917,8.5,7.5,10.0,7.188,7.917,5.0,Escola Pública,1,M,Ametista,0
1170,0,0,1,2020,8.179,8.0,8.3,7.5,9.0,7.188,7.25,10.0,Escola Pública,1,G,Ametista,0
1171,0,0,1,2020,8.925,9.583,9.5,6.25,8.333,8.75,9.5,10.0,Escola Pública,3,C,Topázio,1
1172,0,0,2,2020,6.269,9.5,5.0,7.5,4.5,7.188,7.25,5.0,Escola Pública,1,D,Ágata,0
1173,0,0,1,2020,4.421,7.917,2.0,3.75,0.0,6.875,5.833,10.0,Escola Pública,5,B,Quartzo,0
1174,0,0,1,2020,7.391,7.083,7.0,6.875,5.0,8.281,8.833,10.0,Escola Pública,5,F,Ametista,1
1175,0,1,0,2020,5.367,8.5,5.1,7.5,0.0,7.917,7.278,5.0,Escola Pública,1,K,Quartzo,0
1176,0,0,3,2020,8.233,8.75,8.0,8.75,6.333,9.167,8.5,10.0,Escola Pública,5,B,Ametista,0
1178,0,0,1,2020,5.693,8.0,3.1,6.875,4.25,7.188,7.583,5.0,Escola Pública,2,M,Quartzo,0
1181,0,0,1,2020,7.746,9.0,10.0,5.625,10.0,2.5,7.667,5.0,Escola Pública,0,D,Ametista,0
1187,0,0,1,2020,7.06,9.0,8.1,7.5,4.5,8.125,7.889,5.0,Escola Pública,2,G,Ágata,0
1188,0,0,1,2020,5.461,7.917,1.0,7.5,4.333,7.031,5.75,10.0,Escola Pública,7,A,Quartzo,0
1189,1,0,1,2020,9.218,9.583,10.0,7.5,9.4,0.0,0.0,10.0,UNISA,8,A,Topázio,0
1190,0,0,1,2020,8.101,8.5,9.6,6.875,8.0,6.875,6.778,10.0,Escola Pública,2,N,Ametista,0
1191,1,0,3,2020,6.828,7.917,9.5,4.375,3.333,7.656,6.333,10.0,Rede Decisão/União,3,B,Ágata,0
1193,0,1,0,2020,6.913,9.0,6.8,7.5,3.75,7.083,7.222,10.0,Escola Pública,2,L,Ágata,0
1195,0,1,0,2020,8.154,8.5,8.8,7.5,7.0,8.438,7.75,10.0,Escola Pública,2,D,Ametista,0
1197,1,0,4,2020,7.82,8.75,8.8,6.25,5.333,8.438,8.25,10.0,Rede Decisão/União,6,A,Ametista,0
1198,0,1,0,2020,6.791,9.0,5.8,5.0,7.5,7.083,7.611,5.0,Escola Pública,1,K,Ágata,0
1200,0,0,2,2020,7.52,7.917,7.6,6.25,5.833,7.5,8.333,10.0,Escola Pública,6,B,Ametista,0
1205,0,0,1,2020,8.963,7.0,9.5,7.5,10.0,8.125,9.0,10.0,Escola Pública,1,A,Topázio,1
1215,0,0,1,2020,8.7,10.0,9.5,7.5,10.0,7.5,9.0,5.0,Escola Pública,1,D,Topázio,1
1216,1,0,1,2020,7.218,9.583,0.0,7.5,9.4,0.0,0.0,10.0,UNISA,8,A,Ágata,0
1217,1,0,4,2020,8.443,8.333,8.8,4.375,8.0,9.375,9.375,10.0,Rede Decisão/União,3,A,Ametista,1
1218,1,0,3,2020,8.841,9.167,9.5,7.5,7.5,8.906,9.417,10.0,Rede Decisão/União,7,B,Topázio,1
1219,0,0,3,2020,7.975,8.333,9.7,7.5,3.833,8.958,8.944,10.0,Escola Pública,4,B,Ametista,1
1222,1,0,4,2020,7.534,9.167,6.6,6.875,7.0,7.344,7.375,10.0,Rede Decisão/União,7,B,Ametista,0
1223,0,0,1,2020,8.351,8.5,8.6,7.5,9.5,8.75,8.778,5.0,Escola Pública,1,R,Ametista,1
1225,0,0,1,2020,5.985,6.917,8.0,7.5,0.0,8.542,7.944,5.0,Escola Pública,2,P,Quartzo,0
1226,0,0,1,2020,8.13,9.5,8.1,5.625,9.5,8.75,8.611,5.0,Escola Pública,1,R,Ametista,0
1228,0,0,1,2020,7.6,6.917,8.5,7.5,6.5,7.917,6.833,10.0,Escola Pública,2,N,Ametista,0
1229,0,0,2,2020,7.918,9.5,9.2,5.625,8.0,5.208,7.222,10.0,Escola Pública,1,J,Ametista,0
1230,1,0,3,2020,7.567,6.25,9.7,7.5,4.667,8.438,7.375,10.0,Rede Decisão/União,3,L,Ametista,0
1231,0,0,3,2020,6.004,0.0,7.0,4.375,7.0,6.667,8.0,5.0,Escola Pública,2,E,Quartzo,0
1232,0,0,1,2020,6.009,9.5,8.2,7.5,0.0,7.188,7.25,5.0,Escola Pública,2,H,Quartzo,0
1237,0,0,1,2020,6.985,7.917,8.3,7.5,5.5,7.5,7.167,5.0,Escola Pública,2,G,Ágata,0
1238,0,0,2,2020,8.539,7.417,8.8,7.5,10.0,6.875,8.0,10.0,Escola Pública,1,F,Topázio,0
1241,0,0,2,2020,4.18,0.0,2.1,7.5,0.0,6.875,6.611,10.0,Escola Pública,2,G,Quartzo,0
1244,0,0,1,2020,8.743,9.5,8.9,7.5,9.5,8.125,7.75,10.0,Escola Pública,1,B,Topázio,0
1248,1,0,3,2020,8.443,9.167,9.2,6.875,7.667,8.542,8.056,10.0,Rede Decisão/União,3,G,Ametista,0
1249,1,0,3,2020,8.006,9.167,7.9,6.25,6.0,8.594,9.125,10.0,Rede Decisão/União,5,F,Ametista,1
1250,0,0,1,2020,6.485,6.667,5.0,7.5,3.333,8.125,7.944,10.0,Escola Pública,3,R,Ágata,0
1251,0,1,0,2020,7.614,9.167,6.7,10.0,7.667,7.656,7.792,5.0,Escola Pública,3,M,Ametista,0
1252,0,0,2,2020,5.802,0.0,6.5,7.5,3.167,7.188,7.0,10.0,Escola Pública,6,B,Quartzo,0
1253,0,0,1,2020,7.429,8.5,10.0,5.625,10.0,2.5,6.333,5.0,Escola Pública,0,G,Ametista,0
1254,0,0,2,2020,6.519,8.5,3.5,6.875,8.0,7.812,7.0,5.0,Escola Pública,2,D,Ágata,0
1256,0,0,2,2020,5.398,7.917,4.6,7.5,0.0,7.917,8.222,5.0,Escola Pública,4,A,Quartzo,0
1257,0,0,1,2020,7.64,10.0,6.8,7.5,8.0,7.969,8.167,5.0,Escola Pública,3,M,Ametista,0
1260,0,1,0,2020,7.976,9.5,8.9,7.5,9.0,7.292,7.333,5.0,Escola Pública,1,C,Ametista,0
1261,1,0,4,2020,5.436,7.917,7.5,3.125,0.667,6.406,5.292,10.0,Rede Decisão/União,5,G,Quartzo,0
1262,0,1,0,2020,6.84,8.333,9.0,7.5,2.667,8.125,8.056,5.0,Escola Pública,4,A,Ágata,0
1264,0,0,1,2020,8.111,10.0,8.4,7.5,9.5,7.917,7.444,5.0,Escola Pública,1,H,Ametista,0
1265,0,0,1,2020,8.124,8.75,9.9,7.5,7.667,8.75,8.056,5.0,Escola Pública,4,B,Ametista,0
1266,0,0,2,2020,7.464,8.5,8.7,5.0,7.5,7.292,8.222,5.0,Escola Pública,2,R,Ametista,0
1270,0,0,1,2020,7.449,8.5,6.5,7.5,6.0,7.708,7.889,10.0,Escola Pública,2,E,Ametista,0
1274,0,0,1,2020,7.943,9.167,8.4,7.5,7.333,8.958,8.667,5.0,Escola Pública,4,A,Ametista,1
1275,0,0,1,2020,8.719,10.0,8.5,7.5,10.0,7.188,7.75,10.0,Escola Pública,1,G,Topázio,0
1277,0,0,3,2020,7.64,7.083,5.9,5.0,7.667,8.958,9.111,10.0,Escola Pública,3,E,Ametista,1
1278,0,0,1,2020,7.317,9.0,10.0,7.5,10.0,2.5,4.583,5.0,Escola Pública,0,H,Ametista,0
1281,0,0,2,2020,8.381,7.917,9.1,7.5,6.833,8.281,9.125,10.0,Escola Pública,7,A,Ametista,1
1282,1,1,0,2020,6.302,7.917,8.8,2.5,8.5,2.5,2.75,10.0,Rede Decisão/União,0,A,Ágata,0
1284,0,1,0,2020,6.794,8.75,8.6,7.5,4.333,7.708,6.556,5.0,Escola Pública,5,A,Ágata,0
1285,0,1,0,2020,8.611,9.0,9.9,7.5,9.0,7.812,7.0,10.0,Escola Pública,0,H,Topázio,0
1287,0,1,0,2020,7.167,8.5,10.0,7.5,8.5,2.5,5.583,5.0,Escola Pública,0,A,Ágata,0
1288,1,0,4,2020,6.729,0.0,7.8,7.5,6.0,7.188,7.5,10.0,Rede Decisão/União,6,B,Ágata,0
1289,0,1,0,2020,6.12,8.5,7.1,7.5,3.0,6.667,6.667,5.0,Escola Pública,2,L,Ágata,0
1290,1,0,2,2020,7.183,8.333,0.0,8.75,9.0,0.0,0.0,10.0,FIAP,8,A,Ágata,0
1291,0,1,0,2020,8.051,6.917,6.9,7.5,10.0,7.292,7.5,10.0,Escola Pública,1,K,Ametista,0
1292,0,0,1,2020,8.949,10.0,9.4,7.5,9.0,8.75,8.222,10.0,Escola Pública,2,P,Topázio,0
1293,0,0,1,2020,3.852,0.0,1.1,7.5,0.0,7.708,8.056,5.0,Escola Pública,2,C,Quartzo,0
1294,0,0,1,2020,4.493,7.917,2.8,5.0,0.0,6.25,5.083,10.0,Escola Pública,6,B,Quartzo,0
1296,0,0,1,2020,6.846,8.5,8.7,5.625,5.75,5.938,7.25,5.0,Escola Pública,1,A,Ágata,0
1297,0,0,1,2020,7.081,7.917,8.3,6.875,5.667,7.5,7.792,5.0,Escola Pública,7,B,Ágata,0
1298,0,0,1,2020,8.547,9.5,9.9,7.5,9.0,7.5,6.583,10.0,Escola Pública,0,F,Topázio,0
1299,1,0,3,2020,7.82,7.917,8.5,7.5,5.167,8.281,8.583,10.0,Rede Decisão/União,6,A,Ametista,0
1302,0,0,1,2020,4.327,8.0,0.9,7.5,0.0,7.083,6.944,5.0,Escola Pública,1,R,Quartzo,0
1303,0,0,4,2020,6.218,9.0,7.9,4.375,3.0,5.0,8.5,5.0,Escola Pública,2,H,Ágata,0
1309,0,0,1,2020,7.888,7.5,8.0,7.5,6.833,8.125,8.042,10.0,Escola Pública,7,A,Ametista,0
1313,0,1,0,2020,5.19,8.333,5.2,5.0,2.167,7.5,5.667,5.0,Escola Pública,3,H,Quartzo,0
1315,1,0,4,2020,5.655,8.0,6.9,5.0,4.5,3.75,6.0,5.0,Rede Decisão/União,2,B,Quartzo,0
1316,0,0,1,2020,8.5,9.5,10.0,7.5,10.0,7.5,7.75,5.0,Escola Pública,0,B,Topázio,0
1318,1,0,4,2020,7.255,8.75,0.0,7.5,9.7,0.0,0.0,10.0,Estácio,8,A,Ágata,0
1319,0,0,1,2020,7.898,6.417,9.2,6.875,10.0,7.292,7.5,5.0,Escola Pública,1,J,Ametista,0
1323,0,0,1,2020,8.049,9.0,9.1,4.375,10.0,7.917,8.0,5.0,Escola Pública,1,N,Ametista,0
1324,0,0,2,2020,8.001,9.0,7.9,7.5,10.0,7.708,7.5,5.0,Escola Pública,1,K,Ametista,0
1325,0,0,2,2020,5.325,6.917,8.3,5.0,0.0,6.562,6.583,5.0,Escola Pública,2,M,Quartzo,0
1328,1,0,3,2020,7.286,9.5,8.7,7.5,1.5,8.125,8.667,10.0,Rede Decisão/União,2,G,Ametista,1
1336,0,1,0,2020,5.585,8.333,4.0,7.5,3.667,8.125,5.778,5.0,Escola Pública,3,R,Quartzo,0
1338,0,0,1,2020,8.333,9.5,8.1,7.5,9.5,8.125,9.0,5.0,Escola Pública,1,D,Ametista,1
1339,0,0,1,2020,7.922,10.0,10.0,7.5,7.667,7.5,6.944,5.0,Escola Pública,3,E,Ametista,0
1341,1,0,1,2020,8.43,8.75,8.9,6.875,7.167,8.125,9.208,10.0,Rede Decisão/União,7,B,Ametista,1
1343,0,0,2,2020,5.842,8.0,8.0,5.0,0.0,6.25,6.583,10.0,Escola Pública,2,M,Quartzo,0
1344,0,0,2,2020,6.449,8.0,7.4,5.625,6.0,6.458,7.556,2.5,Escola Pública,1,R,Ágata,0
1347,0,0,1,2020,7.159,9.167,8.1,6.875,4.667,7.344,6.333,10.0,Escola Pública,7,B,Ágata,0
1348,0,0,2,2020,7.842,7.917,7.1,6.875,6.333,8.542,9.111,10.0,Escola Pública,3,R,Ametista,1
1,1,1,0,2021,7.319,7.5,6.3,6.9,8.8,7.7,8.1,5.0,Rede Decisão,2,G,Ametista,0
3,0,0,3,2021,7.021,7.1,6.9,6.3,5.6,7.3,7.2,10.0,Escola Pública,3,F,Ametista,0
5,0,0,2,2021,7.399,7.4,7.5,7.5,5.4,8.5,7.4,10.0,Escola Pública,2,L,Ametista,0
8,1,0,4,2021,8.269,8.8,8.6,7.5,7.1,8.0,8.5,10.0,Rede Decisão,5,L,Topázio,0
11,1,0,1,2021,8.99,9.0,10.0,6.3,8.8,7.7,9.7,10.0,Rede Decisão,1,A,Topázio,1
13,0,1,0,2021,3.413,8.0,0.0,7.5,0.8,0.0,6.0,5.0,Escola Pública,0,T,Quartzo,0
17,0,0,3,2021,6.14,9.5,4.2,7.5,2.6,8.4,8.8,5.0,Escola Pública,1,G,Ágata,0
18,0,0,4,2021,5.666,10.0,3.3,6.3,5.3,7.7,5.2,5.0,Escola Pública,4,F,Ágata,0
19,0,1,0,2021,6.751,9.0,6.3,7.5,4.6,7.7,8.3,5.0,Escola Pública,2,C,Ágata,0
28,1,1,0,2021,9.079,8.3,9.2,7.5,8.8,9.4,9.9,10.0,Rede Decisão,4,G,Topázio,1
29,0,1,0,2021,6.342,9.6,5.3,7.5,3.8,7.5,7.9,5.0,Escola Pública,3,D,Ágata,0
34,0,0,3,2021,6.129,6.9,2.9,7.5,5.5,7.7,8.7,5.0,Escola Pública,2,C,Ágata,0
35,0,0,4,2021,8.416,9.2,9.4,7.5,8.2,8.4,9.4,5.0,Escola Pública,7,A,Topázio,1
36,0,0,2,2021,6.246,8.3,6.4,3.8,4.7,7.3,7.9,5.0,Escola Pública,3,C,Ágata,0
37,0,0,3,2021,6.154,0.0,5.4,6.9,6.5,7.5,6.7,10.0,Escola Pública,2,N,Ágata,0
38,0,1,0,2021,6.847,3.8,6.9,7.5,5.1,7.5,7.8,10.0,Escola Pública,3,L,Ágata,0
40,0,1,0,2021,7.334,9.2,7.8,7.5,6.0,8.3,8.0,5.0,Escola Pública,5,B,Ametista,0
41,0,0,1,2021,6.1,0.0,5.0,7.5,6.8,7.5,8.8,5.0,Escola Pública,2,C,Ágata,0
42,0,1,0,2021,6.802,10.0,6.7,7.5,4.0,7.2,6.0,10.0,Escola Pública,0,J,Ágata,0
46,0,0,1,2021,8.471,8.5,10.0,7.5,6.9,8.1,8.4,10.0,Escola Pública,0,P,Topázio,0
47,0,1,0,2021,6.056,8.5,6.3,7.5,4.0,7.5,5.8,5.0,Escola Pública,1,A,Ágata,0
51,0,1,0,2021,8.051,9.0,9.2,7.5,5.4,7.7,8.6,10.0,Escola Pública,1,F,Ametista,0
54,0,1,0,2021,6.388,7.5,5.8,7.5,4.1,7.3,5.8,10.0,Escola Pública,3,B,Ágata,0
55,1,0,4,2021,8.219,9.6,8.9,8.1,7.6,8.1,9.2,5.0,Rede Decisão,7,A,Ametista,1
56,0,1,0,2021,6.777,8.8,7.5,5.6,5.5,7.8,7.2,5.0,Escola Pública,6,A,Ágata,0
57,1,0,3,2021,7.213,8.3,6.9,6.3,6.0,7.7,7.0,10.0,Rede Decisão,7,A,Ametista,0
60,1,0,5,2021,6.956,7.9,7.5,6.9,6.1,7.2,7.7,5.0,Rede Decisão,6,C,Ametista,0
61,0,0,1,2021,3.017,0.0,1.3,5.6,0.0,6.9,5.1,5.0,Escola Pública,1,M,Quartzo,0
62,0,0,1,2021,5.704,8.5,4.6,7.5,3.1,8.1,6.2,5.0,Escola Pública,2,L,Ágata,0
65,0,1,0,2021,8.438,10.0,10.0,7.5,6.9,8.1,10.0,5.0,Escola Pública,0,R,Topázio,1
66,0,1,0,2021,6.875,8.0,6.3,7.5,5.9,8.5,7.7,5.0,Escola Pública,2,E,Ágata,0
67,0,1,0,2021,4.939,7.4,3.3,7.5,1.1,8.3,6.1,5.0,Escola Pública,1,J,Quartzo,0
75,1,0,2,2021,9.108,10.0,9.2,7.5,8.5,8.8,9.7,10.0,Rede Decisão,4,L,Topázio,1
76,0,0,1,2021,8.869,10.0,10.0,7.5,7.6,7.5,9.2,10.0,Escola Pública,1,B,Topázio,1
77,0,1,0,2021,7.854,9.5,10.0,7.5,6.4,7.5,8.1,5.0,Escola Pública,0,J,Ametista,0
78,0,1,0,2021,6.339,8.9,9.2,7.5,2.6,7.3,5.6,5.0,Escola Pública,1,B,Ágata,0
81,1,0,2,2021,6.188,6.3,5.8,2.5,6.5,8.1,7.7,5.0,Rede Decisão,5,L,Ágata,0
83,1,0,5,2021,5.987,6.7,6.4,3.8,3.0,7.3,6.7,10.0,Rede Decisão,5,B,Ágata,0
84,0,1,0,2021,7.867,3.5,10.0,7.5,6.8,7.5,8.3,10.0,Escola Pública,1,A,Ametista,0
85,0,0,2,2021,6.652,9.5,6.7,6.3,6.9,4.7,7.0,5.0,Escola Pública,0,P,Ágata,0
87,1,0,5,2021,8.004,7.9,7.8,7.5,7.8,8.1,7.7,10.0,Rede Decisão,5,L,Ametista,0
88,1,0,3,2021,8.096,9.5,9.6,6.3,7.4,8.1,9.1,5.0,Rede Decisão,2,D,Ametista,1
90,0,0,2,2021,5.994,7.1,5.0,7.5,4.6,7.2,7.0,5.0,Escola Pública,4,L,Ágata,0
91,0,0,3,2021,4.2,9.5,0.0,7.5,2.2,5.6,2.5,10.0,Escola Pública,2,H,Quartzo,0
93,0,1,0,2021,6.248,8.0,4.2,7.5,5.1,6.6,5.9,10.0,Escola Pública,0,L,Ágata,0
94,0,1,0,2021,5.923,7.5,3.6,7.5,4.6,7.3,5.2,10.0,Escola Pública,4,F,Ágata,0
95,0,0,2,2021,4.957,8.3,5.6,7.5,1.3,6.9,4.1,5.0,Escola Pública,4,F,Quartzo,0
97,0,0,3,2021,6.317,8.0,5.8,7.5,5.8,7.5,6.0,5.0,Escola Pública,2,D,Ágata,0
98,0,1,0,2021,6.953,9.2,6.4,7.5,6.3,7.5,7.5,5.0,Escola Pública,3,D,Ametista,0
100,0,0,3,2021,3.117,8.5,0.0,3.8,0.0,6.3,3.8,5.0,Escola Pública,1,M,Quartzo,0
102,0,0,1,2021,6.704,6.3,7.5,7.5,4.8,7.9,7.8,5.0,Escola Pública,1,J,Ágata,0
103,0,0,1,2021,8.076,9.5,8.8,6.3,6.2,7.9,8.6,10.0,Escola Pública,1,F,Ametista,0
104,0,1,0,2021,8.01,9.0,10.0,7.5,6.4,7.2,6.8,10.0,Escola Pública,0,J,Ametista,0
105,0,0,1,2021,4.956,10.0,1.1,7.5,2.8,6.7,3.7,10.0,Escola Pública,4,E,Quartzo,0
106,0,0,1,2021,8.242,10.0,7.9,7.5,7.9,8.3,10.0,5.0,Escola Pública,1,N,Ametista,1
109,0,1,0,2021,7.36,7.5,6.7,7.5,7.8,8.4,8.2,5.0,Escola Pública,6,A,Ametista,0
111,0,0,1,2021,7.222,8.3,8.1,7.5,6.0,8.4,7.4,5.0,Escola Pública,4,L,Ametista,0
112,0,1,0,2021,6.098,9.2,3.1,6.9,6.2,7.7,6.9,5.0,Escola Pública,4,F,Ágata,0
113,0,0,2,2021,6.664,9.5,7.1,7.5,4.6,8.1,6.6,5.0,Escola Pública,2,K,Ágata,0
117,0,0,1,2021,7.774,8.5,7.1,7.5,7.1,8.3,7.6,10.0,Escola Pública,2,N,Ametista,0
118,0,0,2,2021,8.299,8.5,9.6,7.5,6.9,7.5,8.2,10.0,Escola Pública,1,B,Topázio,0
120,0,0,2,2021,7.096,8.5,8.3,7.5,6.1,7.5,6.8,5.0,Escola Pública,1,A,Ametista,0
