ID,BOLSISTA,SINALIZADOR_INGRESSANTE,ANOS_PM,ANO_PESQUISA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INSTITUICAO_ENSINO_ALUNO,FASE,TURMA,PEDRA,PONTO_VIRADA
860,0,0,3,2021,7.069,8.8,5.0,7.5,7.2,8.3,8.4,5.0,Escola Pública,3,C,Ametista,0
861,0,0,1,2021,7.724,9.2,8.3,7.5,7.7,7.7,7.9,5.0,Escola Pública,3,J,Ametista,0
862,0,0,2,2021,7.99,9.0,9.6,7.5,6.5,8.1,9.1,5.0,Escola Pública,1,J,Ametista,1
865,0,1,0,2021,8.396,9.5,10.0,7.5,7.3,8.1,9.7,5.0,Escola Pública,0,T,Topázio,1
866,1,0,2,2021,8.846,8.5,10.0,7.5,8.4,7.7,9.0,10.0,Rede Decisão,1,A,Topázio,1
867,0,1,0,2021,4.088,0.0,2.1,8.1,1.7,6.9,6.7,5.0,Escola Pública,1,E,Quartzo,0
868,0,1,0,2021,8.081,9.0,8.3,7.5,7.0,7.8,7.9,10.0,Escola Pública,0,Q,Ametista,0
871,0,1,0,2021,6.258,8.5,6.7,7.5,2.9,7.5,7.5,5.0,Escola Pública,0,P,Ágata,0
872,1,0,4,2021,4.451,6.7,2.2,5.0,2.9,5.2,3.7,10.0,Rede Decisão,3,L,Quartzo,0
873,0,0,1,2021,5.864,10.0,5.8,7.5,1.5,7.9,6.8,5.0,Escola Pública,1,J,Ágata,0
874,1,0,5,2021,6.192,7.1,6.7,6.9,2.7,7.2,6.1,10.0,Rede Decisão,5,L,Ágata,0
875,0,1,0,2021,8.069,8.0,10.0,7.5,7.1,8.4,8.8,5.0,Escola Pública,0,O,Ametista,0
877,0,0,2,2021,6.379,7.4,7.5,7.5,1.9,8.1,8.5,5.0,Escola Pública,2,M,Ágata,0
878,0,1,0,2021,7.083,9.0,6.7,7.5,6.7,5.6,8.5,5.0,Escola Pública,0,J,Ametista,0
884,0,1,0,2021,4.511,7.9,3.9,0.0,2.1,7.5,6.4,5.0,Escola Pública,5,B,Quartzo,0
885,0,1,0,2021,7.772,10.0,8.3,7.5,3.9,8.1,8.8,10.0,Escola Pública,1,J,Ametista,0
886,0,0,1,2021,8.544,9.5,10.0,7.5,7.1,7.8,8.3,10.0,Escola Pública,0,Q,Topázio,0
889,0,0,2,2021,7.933,8.5,8.3,7.5,8.3,7.5,8.8,5.0,Escola Pública,2,D,Ametista,0
890,0,0,3,2021,6.058,10.0,5.3,7.5,2.3,7.2,5.4,10.0,Escola Pública,3,R,Ágata,0
892,0,0,2,2021,7.411,7.0,9.6,5.6,6.9,8.3,7.6,5.0,Escola Pública,1,G,Ametista,0
897,0,0,2,2021,5.135,7.9,3.3,6.9,4.3,6.7,4.8,5.0,Escola Pública,3,M,Quartzo,0
899,0,0,2,2021,8.092,8.0,7.1,7.5,7.9,7.5,9.0,10.0,Escola Pública,2,D,Ametista,1
900,0,1,0,2021,5.835,7.9,5.6,7.5,5.4,7.3,4.4,5.0,Escola Pública,3,D,Ágata,0
902,0,0,2,2021,7.273,8.5,10.0,7.5,5.4,7.8,6.6,5.0,Escola Pública,0,I,Ametista,0
903,1,1,0,2021,9.069,9.0,10.0,7.5,8.3,8.1,9.7,10.0,Rede Decisão,1,M,Topázio,1
904,0,0,1,2021,7.144,9.2,5.6,7.5,5.9,7.5,7.2,10.0,Escola Pública,4,A,Ametista,0
905,0,1,0,2021,6.133,9.5,5.8,7.5,3.5,7.5,6.6,5.0,Escola Pública,0,M,Ágata,0
906,1,0,4,2021,8.632,9.6,9.2,7.5,6.8,7.7,9.9,10.0,Rede Decisão,5,A,Topázio,1
907,0,0,1,2021,5.364,0.0,3.8,7.5,3.1,7.3,7.6,10.0,Escola Pública,2,P,Quartzo,0
909,0,0,2,2021,6.082,9.5,5.4,7.5,3.1,7.3,7.2,5.0,Escola Pública,2,H,Ágata,0
910,0,0,5,2021,6.772,8.8,7.8,7.5,5.0,7.5,6.7,5.0,Escola Pública,6,C,Ágata,0
911,0,0,2,2021,6.239,6.7,6.9,5.0,5.1,7.5,7.0,5.0,Escola Pública,4,A,Ágata,0
914,0,1,0,2021,5.061,0.0,2.9,7.5,4.6,7.7,7.7,5.0,Escola Pública,2,C,Quartzo,0
916,1,0,4,2021,8.866,8.3,9.7,7.5,7.8,9.2,9.3,10.0,Rede Decisão,4,G,Topázio,1
919,0,0,1,2021,6.517,7.5,3.9,7.5,5.5,7.8,6.8,10.0,Escola Pública,6,A,Ágata,0
922,0,0,2,2021,7.475,8.5,6.7,6.3,5.6,8.5,8.5,10.0,Escola Pública,2,E,Ametista,0
923,0,0,1,2021,5.91,8.0,8.3,5.0,3.9,6.6,5.0,5.0,Escola Pública,0,M,Ágata,0
926,0,0,3,2021,7.219,9.0,7.9,5.0,6.9,7.5,8.1,5.0,Escola Pública,2,I,Ametista,0
927,0,0,1,2021,7.247,7.4,8.8,7.5,4.7,8.1,8.8,5.0,Escola Pública,1,J,Ametista,0
930,1,0,2,2021,8.355,10.0,8.3,7.5,9.0,8.0,9.3,5.0,Rede Decisão,5,A,Topázio,1
931,0,0,2,2021,7.757,8.5,9.6,6.9,6.6,8.3,8.2,5.0,Escola Pública,1,G,Ametista,0
932,0,0,4,2021,7.289,10.0,5.8,7.5,6.4,7.1,6.9,10.0,Escola Pública,3,B,Ametista,0
937,0,1,0,2021,8.581,10.0,8.3,7.5,8.3,8.1,8.4,10.0,Escola Pública,2,G,Topázio,0
938,1,0,5,2021,6.883,8.8,7.5,6.3,6.0,7.9,7.0,5.0,Rede Decisão,3,G,Ágata,0
939,0,1,0,2021,6.469,9.2,5.0,4.4,7.4,9.1,6.2,5.0,Escola Pública,3,D,Ágata,0
940,0,0,2,2021,6.557,8.5,8.3,7.5,2.9,7.9,7.1,5.0,Escola Pública,1,C,Ágata,0
944,0,0,4,2021,4.625,9.2,4.7,5.6,1.3,7.3,3.6,5.0,Escola Pública,3,F,Quartzo,0
945,0,1,0,2021,7.747,8.8,6.4,7.5,9.0,8.3,8.6,5.0,Escola Pública,3,D,Ametista,0
946,0,1,0,2021,7.542,7.9,6.1,7.5,7.1,7.5,8.1,10.0,Escola Pública,3,M,Ametista,0
947,0,1,0,2021,7.31,8.5,8.8,7.5,5.1,8.1,8.1,5.0,Escola Pública,1,F,Ametista,0
948,0,0,3,2021,6.908,8.3,6.4,7.5,6.2,7.5,7.8,5.0,Escola Pública,3,C,Ametista,0
951,1,0,1,2021,7.233,8.3,7.2,7.5,7.0,8.0,7.6,5.0,Rede Decisão,6,A,Ametista,0
956,0,1,0,2021,7.604,9.0,7.5,7.5,5.9,7.5,7.6,10.0,Escola Pública,0,P,Ametista,0
957,1,0,2,2021,7.44,7.5,7.5,7.5,5.3,8.1,7.9,10.0,Rede Decisão,2,N,Ametista,0
958,1,1,0,2021,7.494,7.1,8.1,6.9,7.6,8.1,8.3,5.0,Rede Decisão,4,G,Ametista,0
959,0,1,0,2021,8.064,9.0,10.0,7.5,6.1,8.1,9.4,5.0,Escola Pública,1,N,Ametista,1
961,1,0,2,2021,7.261,9.5,7.5,6.3,4.2,7.7,7.9,10.0,Rede Decisão,2,N,Ametista,0
963,0,1,0,2021,7.885,7.0,9.6,7.5,7.3,8.1,8.8,5.0,Escola Pública,1,G,Ametista,0
964,0,1,0,2021,6.029,0.0,5.4,7.5,6.3,8.3,8.0,5.0,Escola Pública,2,G,Ágata,0
965,0,0,3,2021,7.239,8.8,6.1,7.5,5.0,7.5,8.2,10.0,Escola Pública,3,C,Ametista,0
966,0,1,0,2021,3.3,8.0,0.0,7.5,0.0,2.5,5.0,5.0,Escola Pública,0,K,Quartzo,0
969,0,1,0,2021,8.596,9.5,10.0,7.5,7.7,8.8,9.9,5.0,Escola Pública,0,J,Topázio,1
972,0,1,0,2021,8.254,9.5,10.0,7.5,6.6,8.1,9.6,5.0,Escola Pública,0,R,Topázio,1
973,0,0,2,2021,5.933,6.3,7.9,6.3,2.7,6.9,6.8,5.0,Escola Pública,1,N,Ágata,0
977,0,1,0,2021,6.249,9.0,7.1,7.5,5.4,5.8,5.1,5.0,Escola Pública,1,B,Ágata,0
983,1,0,3,2021,8.296,7.9,7.5,7.5,7.2,8.5,9.8,10.0,Rede Decisão,3,L,Topázio,1
984,0,0,4,2021,4.081,9.5,0.4,7.5,1.1,7.2,4.3,5.0,Escola Pública,1,G,Quartzo,0
986,0,0,3,2021,6.427,8.8,6.4,1.9,6.3,8.3,7.5,5.0,Escola Pública,4,F,Ágata,0
987,0,1,0,2021,7.965,9.0,8.3,7.5,6.1,7.2,8.6,10.0,Escola Pública,0,L,Ametista,0
989,0,0,1,2021,5.207,0.0,3.3,7.5,5.8,7.5,6.9,5.0,Escola Pública,2,P,Quartzo,0
991,0,0,2,2021,7.107,9.0,5.4,7.5,5.2,7.9,7.7,10.0,Escola Pública,2,N,Ametista,0
993,1,0,3,2021,6.05,5.4,3.6,5.0,6.6,7.0,6.3,10.0,Rede Decisão,5,F,Ágata,0
994,0,0,2,2021,7.604,9.5,7.5,7.5,7.4,7.5,8.3,5.0,Escola Pública,2,H,Ametista,0
995,0,0,2,2021,5.751,8.0,5.8,7.5,0.9,7.7,7.9,5.0,Escola Pública,1,F,Ágata,0
996,1,0,3,2021,6.892,9.0,5.8,7.5,5.6,7.3,6.2,10.0,Rede Decisão,2,G,Ametista,0
997,1,0,2,2021,8.767,8.5,10.0,5.0,8.6,7.9,9.5,10.0,Rede Decisão,2,A,Topázio,1
999,1,0,3,2021,6.858,7.9,6.1,4.4,6.4,6.9,7.2,10.0,Rede Decisão,3,G,Ágata,0
1001,0,1,0,2021,8.931,9.5,10.0,7.5,6.9,8.4,10.0,10.0,Escola Pública,0,K,Topázio,1
1002,0,0,1,2021,7.693,8.8,8.3,7.5,7.5,7.7,8.1,5.0,Escola Pública,3,J,Ametista,0
1004,0,0,1,2021,7.506,10.0,10.0,6.9,6.4,7.8,6.3,5.0,Escola Pública,0,I,Ametista,0
1007,0,0,2,2021,3.752,0.0,1.7,7.5,0.8,7.2,6.5,5.0,Escola Pública,2,P,Quartzo,0
1009,0,1,0,2021,7.4,7.0,10.0,7.5,6.3,2.5,7.2,10.0,Escola Pública,0,S,Ametista,0
1010,0,0,2,2021,7.449,8.0,10.0,7.5,5.2,7.5,8.1,5.0,Escola Pública,1,B,Ametista,0
1013,0,1,0,2021,7.292,9.0,7.9,7.5,6.1,8.1,7.7,5.0,Escola Pública,2,M,Ametista,0
1014,0,0,2,2021,7.636,9.0,8.3,7.5,6.3,8.1,8.7,5.0,Escola Pública,1,N,Ametista,0
1015,1,0,3,2021,8.475,9.6,8.9,7.5,6.9,7.9,9.1,10.0,Rede Decisão,3,J,Topázio,1
1016,0,0,2,2021,4.946,9.0,0.8,7.5,1.1,7.5,8.3,5.0,Escola Pública,2,H,Quartzo,0
1017,1,0,3,2021,7.844,8.8,7.2,7.5,5.8,7.9,9.2,10.0,Rede Decisão,3,J,Ametista,1
1022,0,0,1,2021,7.219,9.0,9.2,7.5,1.9,7.7,7.9,10.0,Escola Pública,1,F,Ametista,0
1023,0,1,0,2021,7.896,9.0,10.0,7.5,5.8,7.5,9.2,5.0,Escola Pública,0,O,Ametista,1
1026,0,1,0,2021,7.008,9.6,6.1,7.5,5.6,7.1,6.2,10.0,Escola Pública,3,B,Ametista,0
1027,1,0,5,2021,5.672,7.5,3.9,0.0,6.8,7.1,5.4,10.0,Rede Decisão,6,C,Ágata,0
1028,0,0,2,2021,6.917,8.4,5.4,7.5,7.1,7.5,7.8,5.0,Escola Pública,2,D,Ametista,0
1029,0,0,2,2021,8.782,9.0,7.9,7.5,8.4,9.2,9.7,10.0,Escola Pública,2,P,Topázio,1
1031,0,0,1,2021,8.863,9.5,10.0,7.5,8.1,7.5,9.0,10.0,Escola Pública,1,B,Topázio,1
1032,0,1,0,2021,7.451,10.0,8.3,7.5,5.1,8.5,8.3,5.0,Escola Pública,1,R,Ametista,0
1034,0,0,2,2021,7.679,8.0,9.2,7.5,5.8,8.3,9.0,5.0,Escola Pública,2,M,Ametista,1
1035,0,0,1,2021,7.718,9.5,7.9,6.9,6.0,8.8,9.6,5.0,Escola Pública,1,C,Ametista,1
1038,0,1,0,2021,6.619,8.3,6.1,0.0,6.5,8.0,7.3,10.0,Escola Pública,4,F,Ágata,0
1043,0,1,0,2021,8.367,9.5,10.0,7.5,6.8,7.5,7.8,10.0,Escola Pública,0,M,Topázio,0
1044,0,1,0,2021,8.25,9.0,10.0,7.5,5.5,7.5,8.8,10.0,Escola Pública,0,L,Topázio,0
1049,0,1,0,2021,7.457,7.9,8.8,7.5,6.0,8.5,8.1,5.0,Escola Pública,1,R,Ametista,0
1050,0,1,0,2021,8.788,10.0,10.0,7.5,6.9,7.5,9.5,10.0,Escola Pública,0,R,Topázio,1
1051,0,0,2,2021,3.599,0.0,1.7,7.5,1.3,6.9,2.9,10.0,Escola Pública,3,F,Quartzo,0
1055,0,1,0,2021,6.421,7.5,4.7,5.0,4.7,7.7,7.6,10.0,Escola Pública,3,F,Ágata,0
1057,0,1,0,2021,7.494,8.3,5.6,7.5,5.8,8.3,9.0,10.0,Escola Pública,3,L,Ametista,1
1063,0,1,0,2021,4.9,9.5,0.0,7.5,2.3,7.5,7.5,5.0,Escola Pública,0,S,Quartzo,0
1064,0,1,0,2021,6.817,10.0,10.0,0.0,6.3,5.0,7.8,5.0,Escola Pública,0,N,Ágata,0
1065,0,1,0,2021,8.0,9.5,10.0,7.5,7.0,7.5,8.3,5.0,Escola Pública,0,R,Ametista,0
1066,0,1,0,2021,6.54,6.7,4.7,7.5,5.8,7.3,6.5,10.0,Escola Pública,3,M,Ágata,0
1067,0,0,3,2021,8.544,9.5,10.0,7.5,8.1,8.8,9.2,5.0,Escola Pública,1,E,Topázio,1
1068,0,1,0,2021,7.501,9.2,8.6,7.5,6.8,8.1,7.2,5.0,Escola Pública,6,A,Ametista,0
1070,0,0,2,2021,7.758,9.5,9.6,7.5,5.4,8.3,8.7,5.0,Escola Pública,1,E,Ametista,0
1071,0,1,0,2021,7.194,9.5,7.1,7.5,5.7,7.3,8.6,5.0,Escola Pública,2,A,Ametista,0
1072,0,0,1,2021,7.033,9.2,5.3,7.5,4.6,7.5,8.2,10.0,Escola Pública,3,C,Ametista,0
1073,0,1,0,2021,6.914,8.5,8.3,7.5,5.4,7.5,6.6,5.0,Escola Pública,1,B,Ametista,0
1075,1,0,5,2021,7.859,7.5,7.2,7.5,6.3,7.8,9.4,10.0,Rede Decisão,5,A,Ametista,1
1078,0,0,2,2021,4.45,9.0,1.7,8.1,0.0,7.7,5.7,5.0,Escola Pública,2,R,Quartzo,0
1083,0,1,0,2021,3.498,0.0,2.9,5.0,0.0,7.8,5.7,5.0,Escola Pública,2,E,Quartzo,0
1084,0,0,2,2021,7.954,8.0,9.6,6.9,5.6,7.9,8.2,10.0,Escola Pública,1,F,Ametista,0
1085,0,1,0,2021,6.234,8.8,7.5,7.5,3.9,7.3,5.5,5.0,Escola Pública,4,L,Ágata,0
1086,0,1,0,2021,7.746,7.9,10.0,7.5,6.2,7.5,8.6,5.0,Escola Pública,0,O,Ametista,0
1087,0,0,3,2021,7.329,8.5,8.8,7.5,5.0,8.1,8.3,5.0,Escola Pública,2,M,Ametista,0
1089,0,0,2,2021,5.653,9.0,2.9,7.5,3.6,7.5,7.2,5.0,Escola Pública,1,G,Ágata,0
1090,0,0,3,2021,7.179,8.5,8.8,7.5,3.7,7.9,9.0,5.0,Escola Pública,1,M,Ametista,1
1093,1,0,5,2021,7.225,7.9,7.2,7.5,5.4,8.0,6.8,10.0,Rede Decisão,6,A,Ametista,0
1095,0,0,2,2021,9.294,10.0,9.2,8.1,8.9,9.2,9.7,10.0,Escola Pública,1,C,Topázio,1
1096,1,0,2,2021,8.814,10.0,8.9,7.5,7.5,8.3,9.7,10.0,Rede Decisão,3,B,Topázio,1
1098,0,1,0,2021,8.313,10.0,10.0,7.5,5.3,7.5,8.8,10.0,Escola Pública,0,L,Topázio,0
1099,0,1,0,2021,8.331,10.0,9.6,6.3,5.9,8.1,8.9,10.0,Escola Pública,1,F,Topázio,0
1103,0,0,5,2021,4.0,0.0,2.9,5.6,3.3,6.0,5.5,5.0,Escola Pública,2,G,Quartzo,0
1104,0,1,0,2021,6.889,9.5,7.9,7.5,3.6,7.9,7.9,5.0,Escola Pública,1,N,Ametista,0
1105,0,0,5,2021,6.621,9.5,6.3,6.3,5.5,7.3,7.3,5.0,Escola Pública,2,D,Ágata,0
1107,0,1,0,2021,8.217,10.0,9.6,7.5,8.0,7.5,8.5,5.0,Escola Pública,2,B,Ametista,0
1110,0,0,2,2021,6.871,9.0,5.4,7.5,5.1,6.5,7.3,10.0,Escola Pública,2,A,Ágata,0
1112,1,0,3,2021,7.242,8.3,7.2,6.3,6.5,7.8,6.3,10.0,Rede Decisão,7,A,Ametista,0
1114,0,1,0,2021,6.376,7.5,4.4,7.5,6.5,6.9,5.0,10.0,Escola Pública,3,M,Ágata,0
1115,0,1,0,2021,3.638,0.0,1.7,6.9,0.4,7.1,6.7,5.0,Escola Pública,1,E,Quartzo,0
1117,0,1,0,2021,7.129,9.5,8.3,0.0,6.8,7.5,7.0,10.0,Escola Pública,0,N,Ametista,0
1119,0,0,2,2021,7.383,10.0,5.8,7.5,5.6,7.1,8.2,10.0,Escola Pública,2,A,Ametista,0
1122,0,1,0,2021,7.906,8.8,5.8,7.5,8.4,7.8,8.3,10.0,Escola Pública,4,L,Ametista,0
1123,1,1,0,2021,7.634,7.5,8.6,6.3,7.5,8.3,8.5,5.0,Rede Decisão,4,G,Ametista,0
1124,0,1,0,2021,7.264,7.9,8.6,5.6,6.0,8.1,8.4,5.0,Escola Pública,4,F,Ametista,0
1126,0,1,0,2021,5.047,7.1,3.3,7.5,4.0,6.7,4.8,5.0,Escola Pública,3,G,Quartzo,0
1127,1,0,3,2021,7.547,9.2,7.8,6.3,5.5,7.9,7.8,10.0,Rede Decisão,3,A,Ametista,0
1128,1,0,3,2021,7.961,9.2,8.9,5.0,8.1,8.8,8.9,5.0,Rede Decisão,4,F,Ametista,0
1129,0,0,2,2021,7.261,6.8,7.9,6.9,4.6,7.7,8.1,10.0,Escola Pública,2,I,Ametista,0
1130,1,0,2,2021,9.107,10.0,10.0,7.5,9.5,9.8,9.9,5.0,Rede Decisão,2,N,Topázio,1
1131,0,0,2,2021,5.774,7.1,5.6,7.5,4.1,6.9,6.0,5.0,Escola Pública,3,M,Ágata,0
1132,1,0,2,2021,7.584,7.1,8.6,7.5,8.0,8.3,7.4,5.0,Rede Decisão,7,A,Ametista,0
1136,0,0,2,2021,8.292,8.8,9.2,7.5,8.2,8.8,9.1,5.0,Escola Pública,4,E,Topázio,1
1139,0,0,2,2021,6.497,8.8,5.8,7.5,5.0,7.5,7.3,5.0,Escola Pública,3,C,Ágata,0
1140,0,1,0,2021,6.545,7.5,6.1,7.5,5.5,7.8,7.2,5.0,Escola Pública,5,B,Ágata,0
1141,0,0,2,2021,6.969,7.4,5.0,7.5,6.9,8.1,8.9,5.0,Escola Pública,2,P,Ametista,0
1143,0,1,0,2021,7.154,8.5,10.0,3.8,6.3,7.5,7.1,5.0,Escola Pública,0,O,Ametista,0
1146,0,1,0,2021,7.775,9.6,7.2,7.5,6.1,7.5,8.3,10.0,Escola Pública,3,A,Ametista,0
1147,0,1,0,2021,8.181,9.6,8.1,7.5,8.9,8.8,8.6,5.0,Escola Pública,5,L,Ametista,0
1149,0,0,2,2021,5.825,9.0,4.2,7.5,5.4,5.0,6.3,5.0,Escola Pública,0,P,Ágata,0
1150,0,0,3,2021,7.318,8.0,8.8,7.5,5.8,8.3,7.6,5.0,Escola Pública,1,G,Ametista,0
1151,0,1,0,2021,5.931,0.0,5.3,7.5,7.8,7.9,6.3,5.0,Escola Pública,3,L,Ágata,0
1155,0,1,0,2021,9.048,9.5,10.0,7.5,7.7,8.4,9.8,10.0,Escola Pública,0,R,Topázio,1
1156,0,1,0,2021,6.73,8.8,5.3,5.6,6.5,7.0,6.2,10.0,Escola Pública,4,A,Ágata,0
1157,0,1,0,2021,7.629,7.5,6.7,7.5,7.1,7.5,8.2,10.0,Escola Pública,0,R,Ametista,0
1159,1,0,2,2021,8.014,8.8,8.3,7.5,8.6,8.3,8.4,5.0,Rede Decisão,5,L,Ametista,0
1160,0,1,0,2021,7.13,7.9,5.8,7.5,5.8,8.0,7.4,10.0,Escola Pública,4,A,Ametista,0
1161,0,0,3,2021,6.458,7.9,6.1,3.8,6.9,5.8,8.1,5.0,Escola Pública,3,L,Ágata,0
1164,0,1,0,2021,6.571,9.0,5.0,7.5,6.2,7.5,7.2,5.0,Escola Pública,0,S,Ágata,0
1165,0,0,2,2021,7.765,7.9,8.6,7.5,7.2,7.7,8.9,5.0,Escola Pública,3,F,Ametista,0
1166,0,0,4,2021,3.979,0.0,2.1,6.9,3.5,5.4,5.7,5.0,Escola Pública,2,E,Quartzo,0
1167,0,0,2,2021,6.294,10.0,6.3,7.5,1.8,6.9,6.2,10.0,Escola Pública,2,G,Ágata,0
1168,0,0,1,2021,8.104,9.5,9.6,7.5,6.9,8.1,9.0,5.0,Escola Pública,1,M,Ametista,1
1170,0,0,2,2021,4.275,9.5,1.3,8.1,0.0,7.3,5.2,5.0,Escola Pública,1,E,Quartzo,0
1171,1,0,2,2021,9.025,8.8,8.9,6.3,9.2,9.2,9.9,10.0,Rede Decisão,3,F,Topázio,1
1174,1,0,2,2021,6.775,8.3,7.2,3.8,6.0,6.7,6.3,10.0,Rede Decisão,6,C,Ágata,0
1175,0,0,1,2021,5.915,8.0,6.3,7.5,2.2,8.4,6.7,5.0,Escola Pública,1,J,Ágata,0
1176,1,0,4,2021,8.003,9.2,6.9,8.1,8.5,8.4,9.3,5.0,Rede Decisão,5,B,Ametista,1
1181,0,0,2,2021,7.961,9.0,9.6,5.6,7.6,8.1,8.7,5.0,Escola Pública,1,F,Ametista,0
1182,0,1,0,2021,7.006,7.4,8.3,7.5,4.4,6.6,6.6,10.0,Escola Pública,0,L,Ametista,0
1183,0,1,0,2021,7.614,8.5,9.2,7.5,6.4,7.5,8.3,5.0,Escola Pública,1,B,Ametista,0
1190,0,0,2,2021,7.554,8.5,8.8,7.5,6.1,8.1,8.3,5.0,Escola Pública,2,M,Ametista,0
1191,1,1,0,2021,4.615,7.5,2.5,4.4,1.9,7.1,4.2,10.0,Rede Decisão,3,A,Quartzo,0
1195,0,0,1,2021,8.322,9.2,8.6,7.5,7.4,7.9,8.3,10.0,Escola Pública,3,B,Topázio,0
1196,0,1,0,2021,7.892,9.2,6.9,7.5,6.1,8.3,9.0,10.0,Escola Pública,7,A,Ametista,0
1197,1,0,5,2021,8.04,8.3,8.3,7.5,7.8,7.8,7.3,10.0,Rede Decisão,7,A,Ametista,0
1198,0,0,1,2021,4.814,9.5,3.3,5.0,2.4,6.7,5.3,5.0,Escola Pública,2,J,Quartzo,0
1199,0,1,0,2021,7.025,8.5,8.3,7.5,4.9,7.5,7.7,5.0,Escola Pública,0,S,Ametista,0
1201,1,0,2,2021,7.031,7.1,6.1,5.6,6.5,8.1,7.1,10.0,Rede Decisão,7,A,Ametista,0
1204,0,1,0,2021,8.797,10.0,9.6,7.5,6.9,8.3,9.6,10.0,Escola Pública,1,G,Topázio,1
1205,0,0,2,2021,8.04,8.5,9.2,7.5,5.5,7.3,8.9,10.0,Escola Pública,2,A,Ametista,0
1206,0,1,0,2021,8.871,8.5,10.0,7.5,7.6,8.1,9.7,10.0,Escola Pública,0,T,Topázio,1
1210,0,1,0,2021,8.25,8.0,10.0,7.5,6.8,7.5,8.0,10.0,Escola Pública,0,L,Topázio,0
1211,0,1,0,2021,6.748,8.4,6.7,7.5,4.8,6.6,6.1,10.0,Escola Pública,0,L,Ágata,0
1212,0,1,0,2021,5.703,9.0,4.2,6.3,3.3,7.5,7.2,5.0,Escola Pública,1,G,Ágata,0
1214,0,1,0,2021,7.496,10.0,10.0,7.5,3.0,8.1,9.2,5.0,Escola Pública,1,M,Ametista,1
1215,0,1,0,2021,7.401,9.5,10.0,2.5,6.3,7.5,8.4,5.0,Escola Pública,1,B,Ametista,0
1217,1,0,5,2021,8.181,8.8,8.6,7.5,7.6,9.2,9.5,5.0,Rede Decisão,3,A,Ametista,1
1219,1,0,4,2021,8.201,7.9,7.5,7.5,7.9,8.6,8.6,10.0,Rede Decisão,5,B,Ametista,0
1221,0,1,0,2021,8.618,9.0,10.0,7.5,8.0,9.8,9.4,5.0,Escola Pública,2,N,Topázio,1
1223,0,0,2,2021,6.779,6.8,8.3,8.1,4.7,8.1,6.8,5.0,Escola Pública,2,R,Ágata,0
1226,0,0,2,2021,6.621,5.3,8.3,8.1,4.7,8.1,6.8,5.0,Escola Pública,2,R,Ágata,0
1228,0,0,2,2021,3.603,0.0,0.6,7.5,3.1,6.3,2.5,10.0,Escola Pública,3,L,Quartzo,0
1229,0,0,3,2021,5.588,9.5,5.8,4.4,0.7,8.1,7.9,5.0,Escola Pública,1,J,Ágata,0
1230,1,0,4,2021,7.714,7.1,8.6,6.9,5.8,8.1,8.1,10.0,Rede Decisão,4,G,Ametista,0
1231,0,0,4,2021,4.133,0.0,1.7,6.3,3.1,7.5,6.5,5.0,Escola Pública,2,E,Quartzo,0
1232,0,0,2,2021,2.717,0.0,0.8,7.5,0.9,6.3,2.5,5.0,Escola Pública,2,H,Quartzo,0
1233,1,0,4,2021,7.416,9.6,6.7,5.0,7.8,7.7,6.5,10.0,Rede Decisão,5,F,Ametista,0
1234,0,1,0,2021,7.229,8.5,6.7,7.5,5.6,7.5,7.2,10.0,Escola Pública,0,L,Ametista,0
1237,0,1,0,2021,4.372,6.7,2.2,7.5,2.3,7.1,4.2,5.0,Escola Pública,3,F,Quartzo,0
1239,0,1,0,2021,5.574,8.5,5.8,7.5,2.0,7.3,5.9,5.0,Escola Pública,1,R,Ágata,0
1240,0,1,0,2021,6.917,7.4,7.9,7.5,4.3,7.9,8.5,5.0,Escola Pública,2,K,Ametista,0
1242,0,1,0,2021,5.507,7.4,4.6,7.5,2.4,8.1,6.6,5.0,Escola Pública,1,G,Quartzo,0
1244,0,0,2,2021,7.389,10.0,8.8,7.5,5.8,7.5,7.4,5.0,Escola Pública,1,B,Ametista,0
1248,1,0,4,2021,6.047,9.2,3.9,5.6,6.5,7.7,6.1,5.0,Rede Decisão,3,G,Ágata,0
1250,0,0,2,2021,6.343,6.7,5.8,6.9,5.8,7.5,7.1,5.0,Escola Pública,3,R,Ágata,0
1251,0,0,1,2021,7.789,8.8,7.2,6.3,8.1,7.5,7.4,10.0,Escola Pública,3,M,Ametista,0
1254,0,0,3,2021,7.379,9.2,5.8,7.5,6.8,7.5,7.2,10.0,Escola Pública,3,C,Ametista,0
1256,0,0,3,2021,6.541,9.2,7.5,7.5,3.6,7.7,6.9,5.0,Escola Pública,5,A,Ágata,0
1260,0,0,1,2021,6.163,9.0,5.0,7.5,3.9,7.7,7.3,5.0,Escola Pública,1,C,Ágata,0
1264,0,0,2,2021,6.254,8.0,4.2,8.1,3.1,7.3,7.3,10.0,Escola Pública,2,E,Ágata,0
1266,0,1,0,2021,4.817,10.0,3.3,5.6,1.8,6.9,2.8,10.0,Escola Pública,3,R,Quartzo,0
1268,0,1,0,2021,6.978,8.0,7.5,7.5,5.0,7.5,8.4,5.0,Escola Pública,1,A,Ametista,0
1275,0,0,2,2021,8.468,9.5,9.6,7.5,7.8,8.3,9.8,5.0,Escola Pública,1,G,Topázio,1
1278,0,0,2,2021,5.671,8.0,4.2,7.5,4.6,6.3,6.2,5.0,Escola Pública,0,P,Ágata,0
